@relation 'jAudio_clustered-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.Remove-R554-662-weka.filters.unsupervised.attribute.Remove-R51-232-weka.filters.unsupervised.attribute.Remove-R101-282-weka.filters.unsupervised.attribute.Remove-R190-191_clustered'

@attribute Instance_number numeric
@attribute 'Beat Histogram Overall Average7' numeric
@attribute 'Beat Histogram Overall Average6' numeric
@attribute 'Beat Histogram Overall Average26' numeric
@attribute 'Beat Histogram Overall Average25' numeric
@attribute 'Beat Histogram Overall Average54' numeric
@attribute 'Beat Histogram Overall Average23' numeric
@attribute 'Beat Histogram Overall Average2' numeric
@attribute 'Beat Histogram Overall Average28' numeric
@attribute 'Beat Histogram Overall Average0' numeric
@attribute 'Beat Histogram Overall Average12' numeric
@attribute 'Beat Histogram Overall Average10' numeric
@attribute 'Beat Histogram Overall Average29' numeric
@attribute 'Beat Histogram Overall Average13' numeric
@attribute 'Beat Histogram Overall Average8' numeric
@attribute 'Beat Histogram Overall Average39' numeric
@attribute 'Beat Histogram Overall Average16' numeric
@attribute 'Beat Histogram Overall Average18' numeric
@attribute 'Beat Histogram Overall Average1' numeric
@attribute 'Beat Histogram Overall Average11' numeric
@attribute 'Beat Histogram Overall Average27' numeric
@attribute 'Beat Histogram Overall Average19' numeric
@attribute 'Beat Histogram Overall Average17' numeric
@attribute 'Beat Histogram Overall Average158' numeric
@attribute 'Beat Histogram Overall Average66' numeric
@attribute 'Beat Histogram Overall Average9' numeric
@attribute 'Beat Histogram Overall Average159' numeric
@attribute 'Beat Histogram Overall Average72' numeric
@attribute 'Beat Histogram Overall Average4' numeric
@attribute 'Beat Histogram Overall Average44' numeric
@attribute 'Beat Histogram Overall Average30' numeric
@attribute 'Beat Histogram Overall Average38' numeric
@attribute 'Beat Histogram Overall Average65' numeric
@attribute 'Beat Histogram Overall Average36' numeric
@attribute 'Beat Histogram Overall Average67' numeric
@attribute 'Beat Histogram Overall Average15' numeric
@attribute 'Beat Histogram Overall Average93' numeric
@attribute 'Beat Histogram Overall Average64' numeric
@attribute 'Beat Histogram Overall Average46' numeric
@attribute 'Beat Histogram Overall Average20' numeric
@attribute 'Beat Histogram Overall Average160' numeric
@attribute 'Beat Histogram Overall Average85' numeric
@attribute 'Beat Histogram Overall Average168' numeric
@attribute 'Beat Histogram Overall Average83' numeric
@attribute 'Beat Histogram Overall Average5' numeric
@attribute 'Beat Histogram Overall Average43' numeric
@attribute 'Beat Histogram Overall Average169' numeric
@attribute 'Beat Histogram Overall Average73' numeric
@attribute 'Beat Histogram Overall Average63' numeric
@attribute 'Beat Histogram Overall Average48' numeric
@attribute 'Beat Histogram Overall Average45' numeric
@attribute 'Beat Histogram Overall Standard Deviation231' numeric
@attribute 'Beat Histogram Overall Standard Deviation227' numeric
@attribute 'Beat Histogram Overall Standard Deviation226' numeric
@attribute 'Beat Histogram Overall Standard Deviation228' numeric
@attribute 'Beat Histogram Overall Standard Deviation230' numeric
@attribute 'Beat Histogram Overall Standard Deviation229' numeric
@attribute 'Beat Histogram Overall Standard Deviation225' numeric
@attribute 'Beat Histogram Overall Standard Deviation207' numeric
@attribute 'Beat Histogram Overall Standard Deviation217' numeric
@attribute 'Beat Histogram Overall Standard Deviation220' numeric
@attribute 'Beat Histogram Overall Standard Deviation222' numeric
@attribute 'Beat Histogram Overall Standard Deviation221' numeric
@attribute 'Beat Histogram Overall Standard Deviation219' numeric
@attribute 'Beat Histogram Overall Standard Deviation224' numeric
@attribute 'Beat Histogram Overall Standard Deviation206' numeric
@attribute 'Beat Histogram Overall Standard Deviation213' numeric
@attribute 'Beat Histogram Overall Standard Deviation223' numeric
@attribute 'Beat Histogram Overall Standard Deviation218' numeric
@attribute 'Beat Histogram Overall Standard Deviation214' numeric
@attribute 'Beat Histogram Overall Standard Deviation215' numeric
@attribute 'Beat Histogram Overall Standard Deviation209' numeric
@attribute 'Beat Histogram Overall Standard Deviation202' numeric
@attribute 'Beat Histogram Overall Standard Deviation205' numeric
@attribute 'Beat Histogram Overall Standard Deviation204' numeric
@attribute 'Beat Histogram Overall Standard Deviation212' numeric
@attribute 'Beat Histogram Overall Standard Deviation216' numeric
@attribute 'Beat Histogram Overall Standard Deviation210' numeric
@attribute 'Beat Histogram Overall Standard Deviation203' numeric
@attribute 'Beat Histogram Overall Standard Deviation187' numeric
@attribute 'Beat Histogram Overall Standard Deviation211' numeric
@attribute 'Beat Histogram Overall Standard Deviation186' numeric
@attribute 'Beat Histogram Overall Standard Deviation199' numeric
@attribute 'Beat Histogram Overall Standard Deviation208' numeric
@attribute 'Beat Histogram Overall Standard Deviation200' numeric
@attribute 'Beat Histogram Overall Standard Deviation201' numeric
@attribute 'Beat Histogram Overall Standard Deviation189' numeric
@attribute 'Beat Histogram Overall Standard Deviation188' numeric
@attribute 'Beat Histogram Overall Standard Deviation190' numeric
@attribute 'Beat Histogram Overall Standard Deviation198' numeric
@attribute 'Beat Histogram Overall Standard Deviation185' numeric
@attribute 'Beat Histogram Overall Standard Deviation196' numeric
@attribute 'Beat Histogram Overall Standard Deviation197' numeric
@attribute 'Beat Histogram Overall Standard Deviation184' numeric
@attribute 'Beat Histogram Overall Standard Deviation194' numeric
@attribute 'Beat Histogram Overall Standard Deviation183' numeric
@attribute 'Beat Histogram Overall Standard Deviation193' numeric
@attribute 'Beat Histogram Overall Standard Deviation192' numeric
@attribute 'Beat Histogram Overall Standard Deviation195' numeric
@attribute 'Beat Histogram Overall Standard Deviation175' numeric
@attribute 'Beat Histogram Overall Standard Deviation191' numeric
@attribute 'Standard Deviation of Spectral Flux Overall Standard Deviation0' numeric
@attribute 'Running Mean of Spectral Flux Overall Standard Deviation0' numeric
@attribute 'Spectral Flux Overall Average0' numeric
@attribute 'Standard Deviation of Spectral Flux Overall Average0' numeric
@attribute 'Running Mean of Spectral Flux Overall Average0' numeric
@attribute 'Standard Deviation of MFCC Overall Average0' numeric
@attribute 'Running Mean of MFCC Overall Average0' numeric
@attribute 'MFCC Overall Average0' numeric
@attribute 'Spectral Flux Overall Standard Deviation0' numeric
@attribute 'Derivative of Standard Deviation of Spectral Flux Overall Standard Deviation0' numeric
@attribute 'Derivative of Running Mean of Spectral Flux Overall Standard Deviation0' numeric
@attribute 'Derivative of Spectral Flux Overall Standard Deviation0' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation9' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation8' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation12' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation11' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation10' numeric
@attribute 'MFCC Overall Standard Deviation9' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation4' numeric
@attribute 'Derivative of Standard Deviation of Spectral Flux Overall Average0' numeric
@attribute 'MFCC Overall Standard Deviation12' numeric
@attribute 'MFCC Overall Standard Deviation10' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation6' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation7' numeric
@attribute 'MFCC Overall Standard Deviation11' numeric
@attribute 'Running Mean of MFCC Overall Average6' numeric
@attribute 'MFCC Overall Standard Deviation6' numeric
@attribute 'MFCC Overall Average6' numeric
@attribute 'MFCC Overall Standard Deviation7' numeric
@attribute 'MFCC Overall Standard Deviation8' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation5' numeric
@attribute 'Running Mean of Compactness Overall Average0' numeric
@attribute 'Standard Deviation of Compactness Overall Average0' numeric
@attribute 'Compactness Overall Average0' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation1' numeric
@attribute 'MFCC Overall Standard Deviation4' numeric
@attribute 'MFCC Overall Standard Deviation5' numeric
@attribute 'MFCC Overall Average3' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation2' numeric
@attribute 'Derivative of Running Mean of Zero Crossings Overall Standard Deviation0' numeric
@attribute 'Derivative of Standard Deviation of Zero Crossings Overall Standard Deviation0' numeric
@attribute 'Running Mean of MFCC Overall Average3' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation11' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation10' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation12' numeric
@attribute 'MFCC Overall Average1' numeric
@attribute 'Running Mean of MFCC Overall Average1' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation9' numeric
@attribute 'Zero Crossings Overall Standard Deviation0' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation1' numeric
@attribute 'MFCC Overall Standard Deviation1' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation3' numeric
@attribute 'Derivative of Running Mean of Spectral Flux Overall Average0' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation8' numeric
@attribute 'MFCC Overall Standard Deviation2' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation2' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation6' numeric
@attribute 'Running Mean of MFCC Overall Average8' numeric
@attribute 'Running Mean of MFCC Overall Average2' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Standard Deviation0' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation4' numeric
@attribute 'MFCC Overall Average8' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation0' numeric
@attribute 'MFCC Overall Average2' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation12' numeric
@attribute 'Derivative of Zero Crossings Overall Standard Deviation0' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation10' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation6' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation7' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation9' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation8' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation7' numeric
@attribute 'Derivative of MFCC Overall Average12' numeric
@attribute 'Derivative of Spectral Flux Overall Average0' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Average3' numeric
@attribute 'Standard Deviation of MFCC Overall Average9' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Standard Deviation9' numeric
@attribute 'Standard Deviation of MFCC Overall Average10' numeric
@attribute 'Standard Deviation of MFCC Overall Standard Deviation10' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Standard Deviation10' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Standard Deviation4' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Average12' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Standard Deviation12' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Standard Deviation7' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Average7' numeric
@attribute 'Standard Deviation of MFCC Overall Average12' numeric
@attribute 'Standard Deviation of MFCC Overall Standard Deviation12' numeric
@attribute 'Standard Deviation of MFCC Overall Average7' numeric
@attribute 'Standard Deviation of MFCC Overall Standard Deviation7' numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3}

@data
62,12.7,12.71,11.56,11.64,9.921,11.71,12.99,11.4,13.17,12.35,12.54,11.33,12.29,12.7,10.79,12.18,12.04,13.1,12.44,11.48,11.95,12.12,4.103,9.288,12.64,4.045,8.972,12.82,10.5,11.27,10.83,9.348,10.95,9.224,12.2,7.743,9.397,10.37,11.86,3.989,8.194,3.546,8.331,12.75,10.57,3.494,8.928,9.439,10.29,10.44,0.02801,0.1229,0.1451,0.1001,0.05285,0.07681,0.1671,0.565,0.3451,0.2778,0.2336,0.2561,0.3005,0.1894,0.587,0.4312,0.2111,0.3225,0.4091,0.3874,0.5216,0.677,0.6092,0.6319,0.4544,0.3663,0.4994,0.6538,0.9941,0.4771,1.019,0.7391,0.543,0.7188,0.7004,0.949,0.9712,0.9266,0.7582,1.041,0.8023,0.7792,1.059,0.8474,1.078,0.8659,0.8882,0.8249,1.248,0.9067,0.01648,0.001649,0.003223,0.03231,0.00325,941.7,-94.17,-95.04,0.003878,0.000499,0.000051,0.003834,0.02232,0.02196,0.01984,0.02092,0.02162,1.681,0.03071,-0.000002,1.546,1.631,0.0232,0.02342,1.542,-0.3529,1.68,-0.3609,1.692,1.625,0.03073,1632,16320,1632,0.04519,2.358,2.312,2.755,0.05131,0.2723,2.701,2.779,0.6458,0.6462,0.7322,6.07,6.002,0.7361,22.62,2.228,4.956,0.03643,0,0.6578,4.167,2.128,1.63,0.3164,3.011,1.502,1.85,0.3116,0.1504,3.048,1.399,14.97,1.499,0.6227,0.665,1.531,1.552,1.613,-0.00006,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster3
63,7.096,7.098,6.418,6.471,5.564,6.597,7.2,6.34,7.336,6.865,6.947,6.315,6.841,7.061,6.069,6.772,6.674,7.259,6.901,6.373,6.639,6.717,2.249,5.127,6.999,2.215,4.961,7.125,5.835,6.297,6.089,5.161,6.102,5.101,6.812,4.274,5.203,5.795,6.618,2.184,4.549,1.941,4.592,7.107,5.866,1.909,4.917,5.247,5.711,5.813,0.01927,0.08968,0.1059,0.0729,0.0373,0.05529,0.1215,0.4026,0.2444,0.1979,0.1672,0.1824,0.2129,0.1369,0.4175,0.3087,0.1521,0.2286,0.2924,0.2763,0.3716,0.4795,0.4319,0.4466,0.3244,0.2605,0.3562,0.4624,0.7135,0.34,0.7289,0.528,0.3875,0.5118,0.4959,0.6832,0.6971,0.6685,0.5447,0.7451,0.5764,0.561,0.7611,0.6086,0.7784,0.6242,0.6396,0.5923,0.8998,0.6535,0.01243,0.001242,0.002397,0.02395,0.002411,985,-98.51,-99.72,0.003029,0.0004,0.000041,0.002899,0.02367,0.02497,0.02029,0.0216,0.02183,1.727,0.03551,-0.000001,1.433,1.568,0.02635,0.02736,1.557,-0.2705,1.936,-0.2777,2.014,1.803,0.03218,1623,16220,1622,0.06334,2.527,2.365,3.116,0.0552,0.502,5.014,3.164,0.6245,0.6335,0.5881,4.775,4.889,0.721,54.44,2.76,6.908,0.0471,0,0.8058,4.586,2.363,1.741,-0.3847,2.461,2.729,2.002,-0.3806,0.273,2.502,1.363,20.38,1.491,0.7538,0.9546,1.548,1.583,1.704,0.000252,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster0
64,5.825,5.855,5.295,5.321,4.553,5.374,5.933,5.239,5.997,5.674,5.727,5.211,5.646,5.794,4.953,5.551,5.501,5.962,5.699,5.268,5.481,5.524,1.873,4.244,5.76,1.846,4.085,5.89,4.817,5.184,4.979,4.271,5.038,4.216,5.581,3.541,4.298,4.764,5.461,1.82,3.742,1.62,3.796,5.875,4.846,1.595,4.058,4.322,4.719,4.79,0.01584,0.07483,0.08917,0.06041,0.03097,0.04582,0.1035,0.3581,0.2174,0.1749,0.1465,0.1608,0.189,0.1179,0.3722,0.2739,0.1322,0.2031,0.2598,0.2457,0.3301,0.4278,0.3862,0.4001,0.2879,0.2315,0.3161,0.414,0.6338,0.3021,0.6477,0.4692,0.3441,0.4554,0.4416,0.6061,0.62,0.5922,0.4829,0.6611,0.5105,0.4967,0.6747,0.5377,0.6884,0.5512,0.5648,0.5242,0.7959,0.5785,0.008161,0.000817,0.001422,0.01425,0.001431,1044,-104.4,-105.3,0.001603,0.000201,0.00002,0.001459,0.02468,0.02565,0.02273,0.02289,0.02245,1.736,0.03627,0,1.628,1.731,0.02795,0.02727,1.62,-0.9716,2.011,-0.9807,1.994,1.929,0.02874,1689,16890,1689,0.06469,2.545,2.126,1.638,0.04899,0.2518,2.511,1.654,0.7462,0.9464,0.8357,7.302,7.365,0.845,22.32,2.15,6.451,0.03638,0,1.016,4.022,2.026,1.564,-0.9679,1.912,2.098,1.797,-0.9679,0.2098,1.943,1.33,12.19,1.4,0.9275,1.03,1.402,1.51,1.553,0.000087,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster0
65,18.86,18.85,17.02,17.08,14.65,17.24,19.07,17.02,19.27,18.2,18.38,16.91,18.11,18.69,16.08,17.96,17.98,19.16,18.29,17.01,17.74,18.01,6.027,13.64,18.51,5.95,13.14,18.9,15.45,16.72,16.17,13.72,16.2,13.56,17.98,11.4,13.81,15.3,17.55,5.877,12.04,5.218,12.23,18.84,15.55,5.134,13.04,13.91,15.28,15.37,0.03839,0.1767,0.2098,0.1403,0.07221,0.1051,0.2348,0.7287,0.455,0.3706,0.3145,0.3425,0.3982,0.259,0.759,0.5628,0.2862,0.4261,0.5375,0.5132,0.6724,0.8661,0.7882,0.8141,0.5901,0.4857,0.6451,0.839,1.283,0.6177,1.313,0.9477,0.7003,0.9208,0.8942,1.229,1.256,1.201,0.9742,1.35,1.032,1.002,1.382,1.09,1.401,1.114,1.143,1.065,1.609,1.172,0.02026,0.002036,0.00542,0.05403,0.005463,848.2,-84.82,-86.02,0.008558,0.001223,0.000125,0.008817,0.0239,0.02455,0.0206,0.02373,0.02296,1.775,0.02933,0,1.44,1.658,0.02536,0.02559,1.702,0.8926,1.836,0.8728,1.856,2.12,0.02749,1626,16260,1625,0.05025,2.499,2.087,-0.4385,0.03945,0.4921,4.906,-0.405,0.9297,0.8819,0.6576,5.018,5.143,1.029,41.11,2.333,5.033,0.03333,0,1.46,3.306,1.937,1.547,-1.447,1.635,1.722,1.744,-1.445,0.1724,1.654,1.273,18.04,1.339,0.9033,1.008,1.387,1.513,1.519,0.000042,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster3
66,6.754,6.65,5.823,5.885,6.107,5.851,6.83,5.936,6.861,6.186,6.447,6.098,6.18,6.855,5.81,5.999,6.15,6.785,6.286,5.85,6.262,6.029,2.552,5.978,6.692,2.531,5.501,6.686,5.681,6.217,5.754,6.158,5.86,5.925,6.056,4.158,6.338,5.875,6.123,2.42,4.426,1.901,4.607,6.65,5.679,1.922,5.5,6.639,5.848,5.726,0.04462,0.1687,0.1966,0.1425,0.08157,0.1164,0.2198,0.3428,0.2983,0.2853,0.2703,0.2788,0.2942,0.245,0.3416,0.3333,0.2605,0.2992,0.3221,0.3099,0.331,0.3655,0.3495,0.3565,0.3309,0.3037,0.3284,0.366,0.4425,0.3279,0.4585,0.3722,0.3432,0.3675,0.362,0.4265,0.4332,0.4225,0.3774,0.4655,0.3829,0.3846,0.4721,0.392,0.482,0.4016,0.411,0.3858,0.5681,0.4193,0.01016,0.001019,0.004048,0.04028,0.004078,1135,-113.5,-115.1,0.006476,0.000891,0.00009,0.006291,0.02847,0.03284,0.02743,0.02831,0.03195,2.025,0.04557,-0.000003,1.898,2.261,0.03964,0.03429,1.947,-0.2933,2.746,-0.3032,2.392,2.296,0.04142,1597,15970,1596,0.08523,3.431,3.021,0.6115,0.06992,0.6697,6.669,0.6466,0.6943,1.063,0.7822,3.968,4.121,0.777,47.75,3.865,6.051,0.06047,0,0.7879,5.362,3.26,2.321,-1.068,1.733,3.414,2.579,-1.059,0.3413,1.764,1.649,28.85,1.836,0.9655,0.6115,1.789,1.967,2.117,0.000043,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster0
67,7.928,7.983,7.27,7.289,6.255,7.343,8.107,7.183,8.196,7.772,7.82,7.141,7.72,7.887,6.79,7.583,7.539,8.148,7.791,7.237,7.525,7.553,2.556,5.8,7.85,2.521,5.58,8.065,6.595,7.104,6.817,5.832,6.887,5.773,7.618,4.859,5.885,6.538,7.476,2.485,5.144,2.206,5.214,8.042,6.634,2.173,5.543,5.933,6.482,6.568,0.02189,0.09833,0.1166,0.07968,0.04165,0.06089,0.1349,0.4628,0.2818,0.227,0.1903,0.2089,0.2455,0.1534,0.4813,0.3551,0.1719,0.2635,0.3367,0.3182,0.4268,0.5504,0.4986,0.5161,0.3728,0.3001,0.4089,0.5326,0.8105,0.3907,0.8284,0.6034,0.4446,0.5856,0.5681,0.7754,0.793,0.7591,0.6203,0.8469,0.6554,0.6377,0.8639,0.6899,0.8798,0.7076,0.7253,0.6725,1.014,0.743,0.01281,0.001287,0.002227,0.02233,0.002248,1020,-102,-102.8,0.003154,0.000393,0.00004,0.003121,0.02117,0.02108,0.01796,0.01834,0.01812,1.485,0.0288,0,1.267,1.356,0.02275,0.02224,1.31,-0.2354,1.986,-0.252,1.645,1.579,0.02671,1647,16470,1647,0.05853,2.466,2.156,1.356,0.05049,0.3117,3.114,1.344,0.4239,0.5748,0.3458,5.055,5.057,0.546,25,2.35,7.535,0.02942,0,0.7383,6.847,2.113,1.598,-0.3998,-0.2789,1.392,1.8,-0.4075,0.1392,-0.306,1.317,16.73,1.366,1.263,0.7457,1.427,1.497,1.564,0.000051,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster0
68,4.899,4.935,4.465,4.476,3.869,4.51,5.074,4.453,5.081,4.761,4.813,4.465,4.739,4.866,4.18,4.707,4.646,5.071,4.785,4.457,4.608,4.687,1.585,3.604,4.84,1.564,3.502,5.029,4.104,4.452,4.2,3.62,4.243,3.59,4.708,3.031,3.64,4.031,4.578,1.544,3.325,1.378,3.404,4.977,4.134,1.355,3.47,3.661,3.979,4.062,0.01606,0.07001,0.08283,0.05703,0.03007,0.04371,0.0954,0.3166,0.1942,0.159,0.1335,0.146,0.172,0.108,0.3307,0.2405,0.1205,0.1839,0.2288,0.2169,0.2905,0.374,0.345,0.354,0.2524,0.2052,0.2773,0.3633,0.5318,0.2646,0.5392,0.4065,0.3036,0.3957,0.3853,0.523,0.528,0.5233,0.418,0.5477,0.4429,0.4296,0.5573,0.4745,0.5682,0.4941,0.5238,0.4593,0.6495,0.5318,0.008714,0.000892,0.001423,0.01399,0.001436,1124,-112.4,-113.7,0.003806,0.000495,0.000054,0.003735,0.02767,0.03133,0.02584,0.02857,0.02649,1.932,0.03814,0,1.876,1.983,0.03224,0.02856,2.084,-0.5214,2.327,-0.5416,2.158,2.29,0.02938,1689,16890,1689,0.06039,2.778,2.148,0.357,0.0482,0.5189,5.162,0.3988,1.065,1.032,0.8636,9.467,9.555,0.8385,51.93,2.657,5.461,0.03619,0,1.174,3.55,2.103,1.699,-1.422,3.195,1.949,1.915,-1.411,0.195,3.207,1.437,18.42,1.503,1.143,1.147,1.514,1.629,1.654,-0.000124,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster1
69,7.291,7.389,6.654,6.717,5.755,6.747,7.434,6.532,7.516,7.111,7.159,6.495,7.108,7.227,6.168,7.031,6.899,7.47,7.131,6.578,6.856,6.951,2.323,5.266,7.189,2.29,5.102,7.438,6.051,6.472,6.203,5.321,6.314,5.226,7.103,4.428,5.36,5.943,6.812,2.258,4.669,2.006,4.746,7.445,6.068,1.976,5.077,5.391,5.855,6.007,0.01792,0.07494,0.08863,0.06135,0.03343,0.04772,0.1021,0.3369,0.206,0.1674,0.1408,0.1543,0.1799,0.1151,0.3511,0.2575,0.1278,0.1929,0.245,0.2328,0.3096,0.3993,0.363,0.3742,0.2709,0.2197,0.2962,0.3866,0.5967,0.2838,0.6088,0.4357,0.3232,0.4225,0.4111,0.5675,0.5827,0.5546,0.4503,0.6202,0.4785,0.4649,0.6339,0.5034,0.6461,0.5174,0.5309,0.4909,0.7493,0.5422,0.01276,0.001279,0.002573,0.02588,0.002601,1013,-101.3,-103.3,0.002959,0.000393,0.00004,0.00288,0.02247,0.02316,0.01923,0.02055,0.02175,1.788,0.0361,-0.000001,1.402,1.579,0.0242,0.02397,1.446,0.007656,1.771,-0.01613,1.75,1.691,0.0294,1584,15840,1584,0.06485,2.657,2.268,2.984,0.05131,0.5185,5.173,3.056,0.401,0.6283,0.4934,3.533,3.692,0.924,51.44,2.615,6.188,0.04676,0,0.6939,3.899,2.394,1.707,-0.1584,4.125,3.04,2.031,-0.159,0.3042,4.173,1.478,20.49,1.577,0.7227,0.7974,1.61,1.672,1.662,-0.000016,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster0
70,1.398,1.415,1.275,1.279,1.086,1.29,1.427,1.259,1.441,1.361,1.372,1.25,1.353,1.386,1.183,1.331,1.331,1.432,1.367,1.269,1.332,1.33,0.4444,1.007,1.378,0.438,0.9671,1.432,1.151,1.242,1.188,1.016,1.207,1.001,1.336,0.8488,1.028,1.145,1.325,0.4323,0.89,0.3846,0.9,1.429,1.158,0.3789,0.9604,1.041,1.141,1.146,0.004829,0.023,0.02739,0.01856,0.009489,0.01406,0.03178,0.1084,0.06655,0.05351,0.04488,0.04919,0.05785,0.03616,0.1125,0.0837,0.04053,0.06221,0.07943,0.07511,0.1002,0.128,0.1164,0.1201,0.08801,0.07085,0.09618,0.1241,0.1881,0.0921,0.1916,0.1398,0.1044,0.1358,0.1319,0.1811,0.1848,0.1768,0.1439,0.1955,0.1524,0.1482,0.1998,0.1604,0.2042,0.1641,0.1682,0.1565,0.235,0.1725,0.003068,0.000308,0.000463,0.004597,0.000462,1145,-114.5,-114.5,0.000576,0.000073,0.000007,0.000491,0.02627,0.02792,0.02614,0.02391,0.02387,1.94,0.03754,0,1.856,1.774,0.02727,0.02919,1.768,-1.209,2.102,-1.214,2.141,2.098,0.0308,1602,16020,1602,0.05526,2.739,2.415,0.8438,0.04626,0.2826,2.82,0.8633,0.6426,0.6379,0.5447,5.838,5.915,0.6966,22.58,2.921,4.964,0.04004,0,0.9535,4.092,2.318,1.801,-2.288,-1.388,1.496,2.116,-2.273,0.1497,-1.409,1.592,16.77,1.631,0.9595,0.8726,1.676,1.768,1.908,-0.000183,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster2
71,6.046,6.078,5.512,5.583,4.717,5.583,6.195,5.413,6.327,5.991,5.925,5.415,5.966,5.996,5.115,5.753,5.774,6.282,5.945,5.444,5.755,5.755,1.927,4.379,5.951,1.897,4.29,6.098,4.99,5.433,5.195,4.392,5.3,4.37,5.785,3.629,4.423,4.915,5.68,1.862,3.897,1.664,3.908,6.085,5.032,1.655,4.311,4.476,4.912,4.946,0.01716,0.06844,0.08036,0.05651,0.03214,0.04473,0.09218,0.292,0.1833,0.1487,0.1258,0.137,0.1609,0.1037,0.3038,0.2265,0.1148,0.1728,0.2153,0.2041,0.268,0.3408,0.3127,0.3209,0.2374,0.1933,0.2573,0.3305,0.5031,0.2474,0.5115,0.3739,0.2798,0.3633,0.352,0.4806,0.4923,0.4697,0.3836,0.522,0.4076,0.395,0.5344,0.4318,0.5481,0.4409,0.4486,0.4199,0.6291,0.459,0.009664,0.000973,0.002089,0.02093,0.002112,1072,-107.2,-109,0.003135,0.000429,0.000043,0.00303,0.02713,0.02489,0.02388,0.02403,0.0265,1.971,0.03859,0,1.703,1.928,0.03121,0.02743,1.798,-0.2507,2.208,-0.2647,2.001,1.783,0.0328,1695,16950,1695,0.0749,2.696,2.34,1.435,0.05083,0.5334,5.319,1.48,0.9014,1.067,0.7225,7.529,7.684,0.9325,50.07,2.567,6.359,0.04676,0,0.7258,3.904,2.22,1.707,-0.4244,0.5931,2.619,1.987,-0.4224,0.2621,0.6529,1.421,17,1.464,0.9334,0.7969,1.579,1.609,1.699,0.000053,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster0
